"U:0","U:1","U:2","S:0","S:1","S:2","S:3","S:4","S:5","S:6","S:7","S:8","S:9","ERROR","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.020496,-0.022963,6.7763e-21,10.836,87.639,-0.26615,-0.0065026,-1.3553e-20,-8.6736e-19,82.927,-0.26619,10.836,87.639,2.2627,1,7.112,57.912,0,0
0.020489,-0.022903,-3.3881e-21,10.951,87.238,-0.26344,-0.0063379,0,8.6736e-19,82.482,-0.26348,10.951,87.238,2.2614,1,7.2136,58.014,0,0
0.020481,-0.022843,0,11.065,86.837,-0.26073,-0.0061732,2.7105e-20,8.6736e-19,82.037,-0.26076,11.065,86.837,2.2601,1,7.3152,58.115,0,0
0.020474,-0.022783,0,11.179,86.436,-0.25802,-0.0060085,0,8.6736e-19,81.592,-0.25805,11.179,86.436,2.2588,1,7.4168,58.217,0,0
0.020467,-0.022723,0,11.294,86.035,-0.25531,-0.0058438,0,4.3368e-19,81.147,-0.25534,11.294,86.035,2.2574,1,7.5184,58.318,0,0
0.020459,-0.022663,0,11.408,85.634,-0.25259,-0.0056791,-6.7763e-21,-4.3368e-19,80.702,-0.25263,11.408,85.634,2.2561,1,7.62,58.42,0,0
0.020452,-0.022603,2.0329e-20,11.522,85.233,-0.24988,-0.0055144,2.0329e-20,-1.301e-18,80.256,-0.24991,11.522,85.233,2.2548,1,7.7216,58.522,0,0
0.020445,-0.022543,3.3881e-21,11.637,84.832,-0.24717,-0.0053497,6.7763e-21,2.1684e-19,79.811,-0.2472,11.637,84.832,2.2535,1,7.8232,58.623,0,0
0.020437,-0.022483,-1.6941e-21,11.751,84.431,-0.24446,-0.005185,0,-1.301e-18,79.366,-0.24449,11.751,84.431,2.2522,1,7.9248,58.725,0,0
0.02043,-0.022423,-2.1176e-21,11.865,84.03,-0.24175,-0.0050203,-6.7763e-21,-3.2526e-19,78.921,-0.24178,11.865,84.03,2.2509,1,8.0264,58.826,0,0
0.020423,-0.022363,2.3361e-21,11.98,83.629,-0.23904,-0.0048556,6.3827e-21,-7.4508e-19,78.476,-0.23906,11.98,83.629,2.2496,1,8.128,58.928,0,0
0.020417,-0.022303,6.7763e-21,12.07,83.267,-0.23642,-0.0046291,1.3553e-20,0,78.083,-0.23644,12.07,83.267,2.2494,1,8.2296,59.03,0,0
0.020412,-0.022243,0,12.161,82.904,-0.2338,-0.0044026,-1.3553e-20,-1.7347e-18,77.69,-0.23383,12.161,82.904,2.2492,1,8.3312,59.131,0,0
0.020407,-0.022183,-6.7763e-21,12.252,82.541,-0.23118,-0.004176,1.3553e-20,-8.6736e-19,77.297,-0.23121,12.252,82.541,2.2491,1,8.4328,59.233,0,0
0.020402,-0.022123,0,12.343,82.178,-0.22857,-0.0039495,1.3553e-20,0,76.904,-0.22859,12.343,82.178,2.2489,1,8.5344,59.334,0,0
0.020396,-0.022063,0,12.433,81.815,-0.22595,-0.003723,1.3553e-20,0,76.511,-0.22597,12.433,81.815,2.2487,1,8.636,59.436,0,0
