"U:0","U:1","U:2","S:0","S:1","S:2","S:3","S:4","S:5","S:6","S:7","S:8","S:9","ERROR","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.00037303,3.6499e-09,-2.321e-05,-0.072504,2.3391,-7.9478e-07,-0.0011088,-1.5953e-14,-1.1517e-13,2.3761,-0.069559,-0.0029458,2.3391,0.94782,1,8.475,33.475,0,5
0.00037276,3.6311e-09,-2.321e-05,-0.067254,2.3338,-7.4054e-07,-0.0011092,-1.7861e-14,-1.1285e-13,2.3682,-0.064948,-0.0023069,2.3338,0.94374,1,8.55,33.55,0,5
0.0003725,3.6123e-09,-2.321e-05,-0.062004,2.3286,-6.8615e-07,-0.0011094,-1.9756e-14,-1.1034e-13,2.3602,-0.06046,-0.0015444,2.3286,0.93966,1,8.625,33.625,0,5
0.00037223,3.5937e-09,-2.321e-05,-0.056753,2.3233,-6.3162e-07,-0.0011095,-2.1638e-14,-1.0765e-13,2.3522,-0.056096,-0.00065835,2.3233,0.93557,1,8.7,33.7,0,5
0.00037197,3.5752e-09,-2.321e-05,-0.051502,2.3181,-5.7695e-07,-0.0011096,-2.3507e-14,-1.0478e-13,2.3443,-0.051854,0.00035135,2.3181,0.93149,1,8.775,33.775,0,5
0.00037171,3.5569e-09,-2.321e-05,-0.04625,2.3128,-5.2213e-07,-0.0011096,-2.5364e-14,-1.0172e-13,2.3363,-0.047736,0.0014846,2.3128,0.9274,1,8.85,33.85,0,5
0.00037146,3.5386e-09,-2.321e-05,-0.040998,2.3076,-4.6717e-07,-0.0011096,-2.7207e-14,-9.8476e-14,2.3284,-0.043741,0.0027415,2.3076,0.92332,1,8.925,33.925,0,5
0.0003712,3.5205e-09,-2.321e-05,-0.035746,2.3023,-4.1207e-07,-0.0011095,-2.9037e-14,-9.5048e-14,2.3204,-0.039869,0.004122,2.3023,0.91923,1,9,34,0,5
0.00037095,3.5024e-09,-2.321e-05,-0.030492,2.2971,-3.5682e-07,-0.0011093,-3.0854e-14,-9.1435e-14,2.3125,-0.036119,0.0056261,2.2971,0.91515,1,9.075,34.075,0,5
0.0003707,3.4845e-09,-2.321e-05,-0.025239,2.2918,-3.0143e-07,-0.001109,-3.2659e-14,-8.7638e-14,2.3046,-0.032493,0.0072538,2.2918,0.91106,1,9.15,34.15,0,5
0.00037046,3.4667e-09,-2.321e-05,-0.019985,2.2866,-2.4591e-07,-0.0011087,-3.445e-14,-8.3656e-14,2.2966,-0.028991,0.0090051,2.2866,0.90698,1,9.225,34.225,0,5
0.00037021,3.449e-09,-2.321e-05,-0.01473,2.2813,-1.9023e-07,-0.0011082,-3.6228e-14,-7.949e-14,2.2887,-0.025611,0.01088,2.2813,0.9029,1,9.3,34.3,0,5
